experiment,metric,samples,mean_us,minimum_us,maximum_us,jitter_us,std_dev_us,deadline_us,deadline_misses,deadline_miss_rate_percent
E23_RECOVERY_RESET,VISION,10,20568.3,20276.0,21030.0,754.0,211.51,50000,0,0.0
E23_RECOVERY_RESET,IPC,10,3992.0,2578.0,7016.0,4438.0,1371.37,5000,2,20.0
E23_RECOVERY_RESET,CONTROL,10,3073.9,0.0,6128.0,6128.0,2151.61,80000,0,0.0
E23_RECOVERY_RESET,END_TO_END,10,34103.5,25695.0,41457.0,15762.0,4326.01,150000,0,0.0
