experiment,metric,samples,mean_us,minimum_us,maximum_us,jitter_us,std_dev_us,deadline_us,deadline_misses,deadline_miss_rate_percent
E22_SAFETY_LATCH_BEHAVIOR,VISION,10,20612.9,20365.0,20838.0,473.0,160.25,50000,0,0.0
E22_SAFETY_LATCH_BEHAVIOR,IPC,10,3927.3,2793.0,5132.0,2339.0,703.56,5000,1,10.0
E22_SAFETY_LATCH_BEHAVIOR,CONTROL,10,3626.5,0.0,6349.0,6349.0,1759.54,80000,0,0.0
E22_SAFETY_LATCH_BEHAVIOR,END_TO_END,10,35427.4,28490.0,38209.0,9719.0,2916.36,150000,0,0.0
