experiment,metric,samples,mean_us,minimum_us,maximum_us,jitter_us,std_dev_us,deadline_us,deadline_misses,deadline_miss_rate_percent
E15_CONTROL_DEADLINE_FAILURE,VISION,10,20670.7,20337.0,21067.0,730.0,277.2,50000,0,0.0
E15_CONTROL_DEADLINE_FAILURE,IPC,10,3196.1,2780.0,3799.0,1019.0,352.48,5000,0,0.0
E15_CONTROL_DEADLINE_FAILURE,CONTROL,10,92296.6,91635.0,93112.0,1477.0,410.26,80000,10,100.0
E15_CONTROL_DEADLINE_FAILURE,END_TO_END,10,119925.5,117292.0,122370.0,5078.0,1399.57,150000,0,0.0
