experiment,metric,samples,mean_us,minimum_us,maximum_us,jitter_us,std_dev_us,deadline_us,deadline_misses,deadline_miss_rate_percent
E14_IPC_DEADLINE_FAILURE,VISION,20,20652.8,20360.0,21254.0,894.0,212.98,50000,0,0.0
E14_IPC_DEADLINE_FAILURE,IPC,20,7364.6,6561.0,7764.0,1203.0,268.4,5000,20,100.0
E14_IPC_DEADLINE_FAILURE,CONTROL,20,0.0,0.0,0.0,0.0,0.0,80000,0,0.0
E14_IPC_DEADLINE_FAILURE,END_TO_END,20,31672.4,29354.0,33333.0,3979.0,932.45,150000,0,0.0
