experiment,metric,samples,mean_us,minimum_us,maximum_us,jitter_us,std_dev_us,deadline_us,deadline_misses,deadline_miss_rate_percent
E24_FAULT_RECOVERY_REPEAT,VISION,10,20636.1,20429.0,20945.0,516.0,172.14,50000,0,0.0
E24_FAULT_RECOVERY_REPEAT,IPC,10,3707.8,3395.0,4577.0,1182.0,363.38,5000,0,0.0
E24_FAULT_RECOVERY_REPEAT,CONTROL,10,4138.3,1991.0,7770.0,5779.0,1459.33,80000,0,0.0
E24_FAULT_RECOVERY_REPEAT,END_TO_END,10,34222.9,27680.0,38462.0,10782.0,2765.68,150000,0,0.0
