experiment,metric,samples,mean_us,minimum_us,maximum_us,jitter_us,std_dev_us,deadline_us,deadline_misses,deadline_miss_rate_percent
E13_VISION_DEADLINE_FAILURE,VISION,10,60565.2,60405.0,60977.0,572.0,174.96,50000,10,100.0
E13_VISION_DEADLINE_FAILURE,IPC,10,0.0,0.0,0.0,0.0,0.0,5000,0,0.0
E13_VISION_DEADLINE_FAILURE,CONTROL,10,0.0,0.0,0.0,0.0,0.0,80000,0,0.0
E13_VISION_DEADLINE_FAILURE,END_TO_END,10,63730.6,61944.0,65672.0,3728.0,1144.53,150000,0,0.0
