experiment,metric,samples,mean_us,minimum_us,maximum_us,jitter_us,std_dev_us,deadline_us,deadline_misses,deadline_miss_rate_percent
E09_TIMING_FAULT,VISION,10,20656.5,20469.0,20935.0,466.0,181.57,50000,0,0.0
E09_TIMING_FAULT,IPC,10,4968.1,2882.0,12989.0,10107.0,2874.12,5000,1,10.0
E09_TIMING_FAULT,CONTROL,10,84740.4,0.0,98919.0,98919.0,29882.01,80000,9,90.0
E09_TIMING_FAULT,END_TO_END,10,125207.4,53698.0,141885.0,88187.0,25784.52,150000,0,0.0
