experiment,metric,samples,mean_us,minimum_us,maximum_us,jitter_us,std_dev_us,deadline_us,deadline_misses,deadline_miss_rate_percent
E12_INSPECTION_FAILURE,VISION,40,20593.12,20187.0,21311.0,1124.0,259.42,50000,0,0.0
E12_INSPECTION_FAILURE,IPC,40,2521.03,0.0,6288.0,6288.0,1648.08,5000,1,2.5
E12_INSPECTION_FAILURE,CONTROL,40,1051.83,0.0,2036.0,2036.0,704.83,80000,0,0.0
E12_INSPECTION_FAILURE,END_TO_END,40,27525.22,22635.0,33584.0,10949.0,3053.31,150000,0,0.0
