experiment,metric,samples,mean_us,minimum_us,maximum_us,jitter_us,std_dev_us,deadline_us,deadline_misses,deadline_miss_rate_percent
E10_COMMUNICATION_DELAY,VISION,10,20529.7,20229.0,21027.0,798.0,224.9,50000,0,0.0
E10_COMMUNICATION_DELAY,IPC,10,6972.8,6386.0,7451.0,1065.0,328.66,5000,10,100.0
E10_COMMUNICATION_DELAY,CONTROL,10,0.0,0.0,0.0,0.0,0.0,80000,0,0.0
E10_COMMUNICATION_DELAY,END_TO_END,10,31666.9,29203.0,36361.0,7158.0,2459.16,150000,0,0.0
